COUNTRY,Country,Year,Field,Female,Male,Total,Ratio,Difference,STEM_Status
CAN,Canada,2015,"Social sciences, journalism and information",19.552,11.488,16.145,0.5875613747954174,-8.064,Non-STEM
CAN,Canada,2016,"Agriculture, forestry, fisheries and veterinary",1.804,2.078,1.92,1.1518847006651884,0.2739999999999998,STEM
CAN,Canada,2016,Arts and humanities,11.435,9.174,10.477,0.8022737210319195,-2.261000000000001,Non-STEM
CAN,Canada,2016,"Business, administration and law",25.155,27.108,25.981,1.077638640429338,1.9529999999999994,Non-STEM
CAN,Canada,2016,Education,10.138,4.37,7.696,0.43105148944565,-5.768,Non-STEM
CAN,Canada,2016,"Engineering, manufacturing and construction",4.15,23.087,12.167,5.563132530120481,18.936999999999998,STEM
CAN,Canada,2016,Generic programmes and qualifications,0.015,0.03,0.021,2.0,0.015,Non-STEM
CAN,Canada,2016,Health and welfare,18.789,7.873,14.168,0.4190217680557773,-10.916,STEM
CAN,Canada,2016,Information and Communication Technologies (ICTs),1.542,4.908,2.967,3.182879377431907,3.3660000000000005,STEM
CAN,Canada,2016,"Natural sciences, mathematics and statistics",6.154,7.209,6.601,1.1714332141696457,1.0549999999999997,STEM
CAN,Canada,2016,Services,1.902,3.245,2.471,1.7060988433228181,1.3430000000000002,Non-STEM
CAN,Canada,2016,"Social sciences, journalism and information",18.916,10.918,15.53,0.5771833368576865,-7.998000000000001,Non-STEM
CAN,Canada,2017,"Agriculture, forestry, fisheries and veterinary",1.813,2.061,1.92,1.1367898510755654,0.248,STEM
CAN,Canada,2017,Arts and humanities,10.645,8.331,9.655,0.7826209488022545,-2.314,Non-STEM
CAN,Canada,2017,"Business, administration and law",26.725,28.21,27.36,1.0555659494855005,1.4849999999999994,Non-STEM
CAN,Canada,2017,Education,7.858,3.037,5.795,0.3864851107151947,-4.821,Non-STEM
CAN,Canada,2017,"Engineering, manufacturing and construction",4.452,24.638,13.091,5.534141958670261,20.186,STEM
CAN,Canada,2017,Generic programmes and qualifications,0.014,0.0,0.008,0.0,-0.014,Non-STEM
CAN,Canada,2017,Health and welfare,19.828,7.89,14.719,0.3979221303207585,-11.937999999999999,STEM
CAN,Canada,2017,Information and Communication Technologies (ICTs),1.694,5.491,3.319,3.241440377804014,3.7969999999999997,STEM
CAN,Canada,2017,"Natural sciences, mathematics and statistics",6.158,6.855,6.456,1.1131860993829166,0.6970000000000001,STEM
CAN,Canada,2017,Services,2.205,3.2,2.631,1.4512471655328798,0.9950000000000001,Non-STEM
CAN,Canada,2017,"Social sciences, journalism and information",18.607,10.285,15.046,0.5527489654431128,-8.322,Non-STEM
CAN,Canada,2018,"Agriculture, forestry, fisheries and veterinary",1.788,2.043,1.898,1.1426174496644297,0.2550000000000001,STEM
CAN,Canada,2018,Arts and humanities,10.611,8.297,9.613,0.7819244180567336,-2.314,Non-STEM
CAN,Canada,2018,"Business, administration and law",27.032,28.564,27.692,1.0566735720627405,1.532,Non-STEM
CAN,Canada,2018,Education,7.713,2.964,5.665,0.3842862699338779,-4.7490000000000006,Non-STEM
CAN,Canada,2018,"Engineering, manufacturing and construction",4.428,24.615,13.132,5.558943089430894,20.186999999999998,STEM
CAN,Canada,2018,Generic programmes and qualifications,0.014,0.012,0.013,0.8571428571428571,-0.002,Non-STEM
CAN,Canada,2018,Health and welfare,19.915,7.871,14.722,0.395229726336932,-12.043999999999999,STEM
CAN,Canada,2018,Information and Communication Technologies (ICTs),1.704,5.505,3.343,3.2306338028169015,3.801,STEM
CAN,Canada,2018,"Natural sciences, mathematics and statistics",6.008,6.65,6.285,1.1068575233022637,0.6420000000000003,STEM
CAN,Canada,2018,Services,2.281,3.376,2.753,1.4800526085050416,1.0949999999999998,Non-STEM
CAN,Canada,2018,"Social sciences, journalism and information",18.505,10.105,14.883,0.5460686300999731,-8.399999999999999,Non-STEM
CAN,Canada,2019,"Agriculture, forestry, fisheries and veterinary",1.116,0.997,1.065,0.89336917562724,-0.1190000000000001,STEM
CAN,Canada,2019,Arts and humanities,9.786,7.549,8.822,0.7714081340690784,-2.236999999999999,Non-STEM
CAN,Canada,2019,"Business, administration and law",23.792,27.965,25.591,1.175395090786819,4.172999999999998,Non-STEM
CAN,Canada,2019,Education,7.448,2.915,5.494,0.3913802363050483,-4.533,Non-STEM
CAN,Canada,2019,"Engineering, manufacturing and construction",4.901,23.066,12.731,4.7063864517445415,18.165,STEM
CAN,Canada,2019,Generic programmes and qualifications,1.499,1.173,1.358,0.7825216811207472,-0.32600000000000007,Non-STEM
CAN,Canada,2019,Health and welfare,23.373,6.128,15.939,0.2621828605656099,-17.245,STEM
CAN,Canada,2019,Information and Communication Technologies (ICTs),1.803,7.976,4.464,4.423738214087632,6.173,STEM
CAN,Canada,2019,"Natural sciences, mathematics and statistics",8.15,8.367,8.244,1.0266257668711658,0.21700000000000053,STEM
CAN,Canada,2019,Services,5.359,6.183,5.714,1.1537600298563164,0.8239999999999998,Non-STEM
CAN,Canada,2019,"Social sciences, journalism and information",12.775,7.68,10.578,0.601174168297456,-5.095000000000001,Non-STEM
CHE,Switzerland,2005,"Agriculture, forestry, fisheries and veterinary",0.897,2.188,1.63,2.439241917502787,1.2910000000000001,STEM
CHE,Switzerland,2005,Arts and humanities,9.022,5.042,6.763,0.5588561294613168,-3.9800000000000004,Non-STEM
CHE,Switzerland,2005,"Business, administration and law",27.728,31.524,29.883,1.1369013271783035,3.7959999999999994,Non-STEM
CHE,Switzerland,2005,Education,13.294,4.721,8.428,0.35512261170452836,-8.573,Non-STEM
CHE,Switzerland,2005,"Engineering, manufacturing and construction",3.769,23.382,14.901,6.203767577606793,19.613,STEM
CHE,Switzerland,2005,Generic programmes and qualifications,0.0,0.0,0.0,,0.0,Non-STEM
CHE,Switzerland,2005,Health and welfare,24.508,5.254,13.579,0.21437897829280234,-19.253999999999998,STEM
CHE,Switzerland,2005,Information and Communication Technologies (ICTs),0.881,6.588,4.12,7.477866061293984,5.707,STEM
CHE,Switzerland,2005,"Natural sciences, mathematics and statistics",4.828,5.795,5.377,1.2002899751449876,0.9669999999999996,STEM
CHE,Switzerland,2005,Services,6.943,11.346,9.442,1.6341639060924673,4.4030000000000005,Non-STEM
CHE,Switzerland,2005,"Social sciences, journalism and information",8.129,4.161,5.877,0.5118710788534875,-3.968,Non-STEM
CHE,Switzerland,2010,"Agriculture, forestry, fisheries and veterinary",1.237,2.173,1.725,1.7566693613581243,0.9359999999999999,STEM
CHE,Switzerland,2010,Arts and humanities,11.357,6.469,8.809,0.5696046491150832,-4.887999999999999,Non-STEM
CHE,Switzerland,2010,"Business, administration and law",27.182,32.152,29.772,1.1828415863439041,4.970000000000002,Non-STEM
CHE,Switzerland,2010,Education,13.465,5.186,9.15,0.3851466765688823,-8.279,Non-STEM
CHE,Switzerland,2010,"Engineering, manufacturing and construction",3.592,23.33,13.879,6.494988864142538,19.738,STEM
CHE,Switzerland,2010,Generic programmes and qualifications,0.0,0.0,0.0,,0.0,Non-STEM
CHE,Switzerland,2010,Health and welfare,23.414,7.706,15.227,0.329119330315196,-15.708000000000002,STEM
CHE,Switzerland,2010,Information and Communication Technologies (ICTs),0.422,4.491,2.542,10.64218009478673,4.069,STEM
CHE,Switzerland,2010,"Natural sciences, mathematics and statistics",5.486,7.018,6.284,1.2792562887349617,1.532,STEM
CHE,Switzerland,2010,Services,4.81,7.005,5.954,1.4563409563409564,2.1950000000000003,Non-STEM
CHE,Switzerland,2010,"Social sciences, journalism and information",9.036,4.47,6.656,0.4946879150066401,-4.566,Non-STEM
CHE,Switzerland,2011,"Agriculture, forestry, fisheries and veterinary",1.045,2.082,1.587,1.9923444976076554,1.037,STEM
CHE,Switzerland,2011,Arts and humanities,11.394,6.592,8.882,0.5785501140951378,-4.8020000000000005,Non-STEM
CHE,Switzerland,2011,"Business, administration and law",26.368,31.26,28.927,1.1855279126213594,4.892000000000003,Non-STEM
CHE,Switzerland,2011,Education,13.4,5.129,9.073,0.3827611940298507,-8.271,Non-STEM
CHE,Switzerland,2011,"Engineering, manufacturing and construction",3.812,23.124,13.913,6.066107030430221,19.311999999999998,STEM
CHE,Switzerland,2011,Generic programmes and qualifications,0.0,0.0,0.0,,0.0,Non-STEM
CHE,Switzerland,2011,Health and welfare,21.549,7.638,14.273,0.3544480022274816,-13.911,STEM
CHE,Switzerland,2011,Information and Communication Technologies (ICTs),0.452,4.009,2.313,8.869469026548673,3.5570000000000004,STEM
CHE,Switzerland,2011,"Natural sciences, mathematics and statistics",5.522,7.247,6.424,1.31238681637088,1.7249999999999996,STEM
CHE,Switzerland,2011,Services,6.863,8.256,7.592,1.2029724610228762,1.3929999999999998,Non-STEM
CHE,Switzerland,2011,"Social sciences, journalism and information",9.595,4.665,7.016,0.4861907243355914,-4.930000000000001,Non-STEM
CHE,Switzerland,2012,"Agriculture, forestry, fisheries and veterinary",0.958,1.882,1.439,1.9645093945720251,0.9239999999999999,STEM
CHE,Switzerland,2012,Arts and humanities,11.006,6.565,8.692,0.596492822097038,-4.441,Non-STEM
CHE,Switzerland,2012,"Business, administration and law",26.937,31.868,29.507,1.1830567620744699,4.930999999999997,Non-STEM
CHE,Switzerland,2012,Education,13.603,5.072,9.157,0.3728589281776079,-8.530999999999999,Non-STEM
CHE,Switzerland,2012,"Engineering, manufacturing and construction",4.017,23.981,14.422,5.969878018421707,19.964000000000002,STEM
CHE,Switzerland,2012,Generic programmes and qualifications,0.0,0.0,0.0,,0.0,Non-STEM
CHE,Switzerland,2012,Health and welfare,20.773,7.066,13.629,0.3401530833293217,-13.707,STEM
CHE,Switzerland,2012,Information and Communication Technologies (ICTs),0.386,4.133,2.339,10.707253886010362,3.747,STEM
CHE,Switzerland,2012,"Natural sciences, mathematics and statistics",5.906,7.409,6.689,1.2544869624111075,1.5030000000000001,STEM
CHE,Switzerland,2012,Services,6.797,7.404,7.113,1.0893041047520966,0.6070000000000002,Non-STEM
CHE,Switzerland,2012,"Social sciences, journalism and information",9.617,4.62,7.013,0.48039929291878963,-4.997000000000001,Non-STEM
CHE,Switzerland,2013,"Agriculture, forestry, fisheries and veterinary",1.088,2.267,1.699,2.083639705882353,1.1789999999999998,STEM
CHE,Switzerland,2013,Arts and humanities,10.602,6.314,8.381,0.5955480098094699,-4.288,Non-STEM
CHE,Switzerland,2013,"Business, administration and law",26.265,31.221,28.833,1.188692175899486,4.9559999999999995,Non-STEM
CHE,Switzerland,2013,Education,13.688,5.349,9.368,0.39078024547048507,-8.339,Non-STEM
CHE,Switzerland,2013,"Engineering, manufacturing and construction",4.233,23.783,14.361,5.61847389558233,19.55,STEM
CHE,Switzerland,2013,Generic programmes and qualifications,0.0,0.0,0.0,,0.0,Non-STEM
CHE,Switzerland,2013,Health and welfare,21.415,6.926,13.909,0.32341816483773056,-14.488999999999999,STEM
CHE,Switzerland,2013,Information and Communication Technologies (ICTs),0.403,4.163,2.351,10.33002481389578,3.7600000000000002,STEM
CHE,Switzerland,2013,"Natural sciences, mathematics and statistics",5.88,7.57,6.756,1.2874149659863947,1.6900000000000004,STEM
CHE,Switzerland,2013,Services,6.83,7.981,7.426,1.1685212298682284,1.1509999999999998,Non-STEM
CHE,Switzerland,2013,"Social sciences, journalism and information",9.595,4.427,6.918,0.4613861386138613,-5.168000000000001,Non-STEM
CHE,Switzerland,2014,"Agriculture, forestry, fisheries and veterinary",0.976,1.7,1.351,1.7418032786885247,0.724,STEM
CHE,Switzerland,2014,Arts and humanities,10.44,6.201,8.245,0.5939655172413792,-4.239,Non-STEM
CHE,Switzerland,2014,"Business, administration and law",25.757,31.189,28.57,1.2108941258686958,5.431999999999999,Non-STEM
CHE,Switzerland,2014,Education,13.991,5.743,9.72,0.41047816453434355,-8.248,Non-STEM
CHE,Switzerland,2014,"Engineering, manufacturing and construction",4.566,24.486,14.881,5.362680683311432,19.92,STEM
CHE,Switzerland,2014,Generic programmes and qualifications,0.0,0.0,0.0,,0.0,Non-STEM
CHE,Switzerland,2014,Health and welfare,22.091,7.198,14.379,0.3258340500656376,-14.893,STEM
CHE,Switzerland,2014,Information and Communication Technologies (ICTs),0.482,4.039,2.324,8.379668049792532,3.5569999999999995,STEM
CHE,Switzerland,2014,"Natural sciences, mathematics and statistics",5.703,7.284,6.522,1.2772225144660705,1.5809999999999995,STEM
CHE,Switzerland,2014,Services,6.431,8.002,7.245,1.2442854921474111,1.5710000000000006,Non-STEM
CHE,Switzerland,2014,"Social sciences, journalism and information",9.563,4.159,6.765,0.43490536442538946,-5.404000000000001,Non-STEM
CHE,Switzerland,2015,"Agriculture, forestry, fisheries and veterinary",0.901,1.87,1.4,2.0754716981132075,0.9690000000000001,STEM
CHE,Switzerland,2015,Arts and humanities,10.413,6.185,8.235,0.5939690771151445,-4.228000000000001,Non-STEM
CHE,Switzerland,2015,"Business, administration and law",26.179,30.592,28.452,1.1685702280453798,4.413,Non-STEM
CHE,Switzerland,2015,Education,14.007,5.979,9.871,0.4268579995716428,-8.027999999999999,Non-STEM
CHE,Switzerland,2015,"Engineering, manufacturing and construction",4.961,25.366,15.473,5.1130820399113075,20.405,STEM
CHE,Switzerland,2015,Generic programmes and qualifications,0.0,0.0,0.0,,0.0,Non-STEM
CHE,Switzerland,2015,Health and welfare,22.179,7.362,14.546,0.3319356147707291,-14.816999999999998,STEM
CHE,Switzerland,2015,Information and Communication Technologies (ICTs),0.552,4.12,2.39,7.463768115942028,3.568,STEM
CHE,Switzerland,2015,"Natural sciences, mathematics and statistics",5.997,7.328,6.682,1.2219443054860764,1.3310000000000004,STEM
CHE,Switzerland,2015,Services,4.85,6.824,5.867,1.4070103092783506,1.9740000000000002,Non-STEM
CHE,Switzerland,2015,"Social sciences, journalism and information",9.962,4.374,7.083,0.43906846014856454,-5.588,Non-STEM
CHE,Switzerland,2016,"Agriculture, forestry, fisheries and veterinary",1.182,1.956,1.578,1.6548223350253808,0.774,STEM
CHE,Switzerland,2016,Arts and humanities,9.746,5.623,7.638,0.5769546480607428,-4.123,Non-STEM
CHE,Switzerland,2016,"Business, administration and law",26.703,30.732,28.763,1.1508819233793957,4.029,Non-STEM
CHE,Switzerland,2016,Education,14.296,5.844,9.975,0.4087856743144936,-8.451999999999998,Non-STEM
CHE,Switzerland,2016,"Engineering, manufacturing and construction",4.893,26.038,15.704,5.321479664827304,21.145,STEM
CHE,Switzerland,2016,Generic programmes and qualifications,0.0,0.0,0.0,,0.0,Non-STEM
CHE,Switzerland,2016,Health and welfare,22.86,7.226,14.867,0.3160979877515311,-15.634,STEM
CHE,Switzerland,2016,Information and Communication Technologies (ICTs),0.429,4.214,2.364,9.822843822843824,3.7850000000000006,STEM
CHE,Switzerland,2016,"Natural sciences, mathematics and statistics",5.821,7.402,6.629,1.271602817385329,1.5810000000000004,STEM
CHE,Switzerland,2016,Services,4.18,6.497,5.364,1.5543062200956939,2.317,Non-STEM
CHE,Switzerland,2016,"Social sciences, journalism and information",9.89,4.468,7.118,0.45176946410515667,-5.422000000000001,Non-STEM
CHE,Switzerland,2017,"Agriculture, forestry, fisheries and veterinary",1.042,1.706,1.384,1.637236084452975,0.6639999999999999,STEM
CHE,Switzerland,2017,Arts and humanities,9.486,5.691,7.531,0.5999367488931056,-3.795000000000001,Non-STEM
CHE,Switzerland,2017,"Business, administration and law",26.281,30.715,28.566,1.1687150412845784,4.434000000000001,Non-STEM
CHE,Switzerland,2017,Education,13.781,5.775,9.655,0.41905522095638925,-8.006,Non-STEM
CHE,Switzerland,2017,"Engineering, manufacturing and construction",5.226,25.821,15.838,4.940872560275546,20.595000000000002,STEM
CHE,Switzerland,2017,Generic programmes and qualifications,0.0,0.0,0.0,,0.0,Non-STEM
CHE,Switzerland,2017,Health and welfare,23.625,7.877,15.51,0.3334179894179894,-15.748000000000001,STEM
CHE,Switzerland,2017,Information and Communication Technologies (ICTs),0.51,4.353,2.49,8.535294117647059,3.843,STEM
CHE,Switzerland,2017,"Natural sciences, mathematics and statistics",5.776,7.527,6.679,1.303150969529086,1.7510000000000003,STEM
CHE,Switzerland,2017,Services,4.683,6.394,5.565,1.3653640828528721,1.7110000000000003,Non-STEM
CHE,Switzerland,2017,"Social sciences, journalism and information",9.589,4.141,6.782,0.4318489936385441,-5.448,Non-STEM
CHE,Switzerland,2018,"Agriculture, forestry, fisheries and veterinary",1.166,1.791,1.488,1.5360205831903946,0.625,STEM
CHE,Switzerland,2018,Arts and humanities,9.383,5.536,7.404,0.5900031972716615,-3.8469999999999995,Non-STEM
CHE,Switzerland,2018,"Business, administration and law",26.388,30.485,28.497,1.1552599666515082,4.096999999999998,Non-STEM
CHE,Switzerland,2018,Education,13.891,5.891,9.773,0.42408753869411847,-8.0,Non-STEM
CHE,Switzerland,2018,"Engineering, manufacturing and construction",5.277,25.804,15.841,4.889899564146295,20.526999999999997,STEM
CHE,Switzerland,2018,Generic programmes and qualifications,0.0,0.0,0.0,,0.0,Non-STEM
CHE,Switzerland,2018,Health and welfare,23.52,7.874,15.468,0.33477891156462586,-15.646,STEM
CHE,Switzerland,2018,Information and Communication Technologies (ICTs),0.536,4.476,2.563,8.350746268656716,3.94,STEM
CHE,Switzerland,2018,"Natural sciences, mathematics and statistics",6.091,7.817,6.979,1.2833689049417172,1.726,STEM
CHE,Switzerland,2018,Services,4.505,6.19,5.372,1.3740288568257493,1.6850000000000005,Non-STEM
CHE,Switzerland,2018,"Social sciences, journalism and information",9.242,4.137,6.615,0.44763038303397523,-5.105000000000001,Non-STEM
CHE,Switzerland,2019,"Agriculture, forestry, fisheries and veterinary",1.102,1.853,1.483,1.6814882032667875,0.7509999999999999,STEM
CHE,Switzerland,2019,Arts and humanities,8.948,5.727,7.313,0.6400312919088065,-3.221,Non-STEM
CHE,Switzerland,2019,"Business, administration and law",25.942,29.663,27.831,1.1434353557936936,3.721,Non-STEM
CHE,Switzerland,2019,Education,13.422,5.863,9.585,0.4368201460289078,-7.559,Non-STEM
CHE,Switzerland,2019,"Engineering, manufacturing and construction",5.471,26.259,16.023,4.79967099250594,20.788,STEM
CHE,Switzerland,2019,Generic programmes and qualifications,0.0,0.0,0.0,,0.0,Non-STEM
CHE,Switzerland,2019,Health and welfare,24.529,7.913,16.095,0.32259774144889725,-16.616,STEM
CHE,Switzerland,2019,Information and Communication Technologies (ICTs),0.665,4.76,2.743,7.157894736842104,4.095,STEM
CHE,Switzerland,2019,"Natural sciences, mathematics and statistics",5.947,7.489,6.729,1.2592903985202624,1.5419999999999998,STEM
CHE,Switzerland,2019,Services,4.63,6.125,5.389,1.3228941684665227,1.495,Non-STEM
CHE,Switzerland,2019,"Social sciences, journalism and information",9.345,4.348,6.809,0.4652755484216158,-4.997000000000001,Non-STEM
CHL,Chile,2013,"Agriculture, forestry, fisheries and veterinary",1.838,2.758,2.237,1.500544069640914,0.9199999999999999,STEM
CHL,Chile,2013,Arts and humanities,4.491,4.179,4.356,0.9305277221108885,-0.3119999999999994,Non-STEM
CHL,Chile,2013,"Business, administration and law",21.601,23.353,22.361,1.0811073561409195,1.7520000000000024,Non-STEM
CHL,Chile,2013,Education,21.393,8.784,15.921,0.4106015986537653,-12.609,Non-STEM
CHL,Chile,2013,"Engineering, manufacturing and construction",4.804,27.76,14.767,5.778517901748543,22.956000000000003,STEM
CHL,Chile,2013,Generic programmes and qualifications,0.0,0.0,0.0,,0.0,Non-STEM
CHL,Chile,2013,Health and welfare,29.838,11.079,21.697,0.371305047255178,-18.759,STEM
CHL,Chile,2013,Information and Communication Technologies (ICTs),0.106,0.184,0.14,1.7358490566037736,0.078,STEM
CHL,Chile,2013,"Natural sciences, mathematics and statistics",1.712,7.82,4.363,4.567757009345795,6.1080000000000005,STEM
CHL,Chile,2013,Services,6.902,10.151,8.312,1.4707331208345407,3.2489999999999997,Non-STEM
CHL,Chile,2013,"Social sciences, journalism and information",7.315,3.93,5.846,0.5372522214627478,-3.3850000000000002,Non-STEM
CHL,Chile,2014,"Agriculture, forestry, fisheries and veterinary",1.884,2.7,2.246,1.4331210191082804,0.8160000000000003,STEM
CHL,Chile,2014,Arts and humanities,3.998,4.065,4.027,1.0167583791895949,0.06700000000000017,Non-STEM
CHL,Chile,2014,"Business, administration and law",22.002,22.898,22.399,1.0407235705844924,0.8960000000000008,Non-STEM
CHL,Chile,2014,Education,22.381,8.115,16.057,0.36258433492694697,-14.266,Non-STEM
CHL,Chile,2014,"Engineering, manufacturing and construction",4.84,28.222,15.205,5.83099173553719,23.382,STEM
CHL,Chile,2014,Generic programmes and qualifications,0.0,0.0,0.0,,0.0,Non-STEM
CHL,Chile,2014,Health and welfare,29.821,11.13,21.535,0.3732269206264042,-18.691000000000003,STEM
CHL,Chile,2014,Information and Communication Technologies (ICTs),0.731,6.95,3.487,9.507523939808483,6.219,STEM
CHL,Chile,2014,"Natural sciences, mathematics and statistics",1.094,1.517,1.282,1.3866544789762338,0.4229999999999998,STEM
CHL,Chile,2014,Services,7.79,10.77,9.111,1.3825417201540435,2.9799999999999995,Non-STEM
CHL,Chile,2014,"Social sciences, journalism and information",5.459,3.635,4.65,0.6658728704891006,-1.8239999999999998,Non-STEM
CHL,Chile,2015,"Agriculture, forestry, fisheries and veterinary",1.681,2.327,1.965,1.3842950624628196,0.6459999999999999,STEM
CHL,Chile,2015,Arts and humanities,3.554,3.546,3.55,0.9977490151941475,-0.008000000000000007,Non-STEM
CHL,Chile,2015,"Business, administration and law",22.062,23.102,22.519,1.0471398785241592,1.0399999999999991,Non-STEM
CHL,Chile,2015,Education,21.738,7.316,15.396,0.33655350078204066,-14.422,Non-STEM
CHL,Chile,2015,"Engineering, manufacturing and construction",4.79,29.522,15.665,6.163256784968684,24.732,STEM
CHL,Chile,2015,Generic programmes and qualifications,0.0,0.0,0.0,,0.0,Non-STEM
CHL,Chile,2015,Health and welfare,29.882,10.651,21.426,0.35643531222809716,-19.231,STEM
CHL,Chile,2015,Information and Communication Technologies (ICTs),0.731,6.491,3.264,8.879616963064295,5.76,STEM
CHL,Chile,2015,"Natural sciences, mathematics and statistics",1.013,1.381,1.175,1.3632773938795657,0.3680000000000001,STEM
CHL,Chile,2015,Services,9.396,12.408,10.721,1.3205619412515963,3.0119999999999987,Non-STEM
CHL,Chile,2015,"Social sciences, journalism and information",5.153,3.257,4.319,0.6320589947603339,-1.8959999999999995,Non-STEM
CHL,Chile,2016,"Agriculture, forestry, fisheries and veterinary",1.549,2.303,1.876,1.486765655261459,0.754,STEM
CHL,Chile,2016,Arts and humanities,3.046,3.415,3.206,1.1211424819435325,0.3690000000000002,Non-STEM
CHL,Chile,2016,"Business, administration and law",24.374,24.603,24.473,1.0093952572413227,0.22900000000000276,Non-STEM
CHL,Chile,2016,Education,21.257,6.929,15.054,0.325963212118361,-14.328000000000001,Non-STEM
CHL,Chile,2016,"Engineering, manufacturing and construction",4.767,29.624,15.53,6.2143906020558,24.857,STEM
CHL,Chile,2016,Generic programmes and qualifications,0.025,0.002,0.015,0.08,-0.023,Non-STEM
CHL,Chile,2016,Health and welfare,29.695,10.678,21.461,0.35958915642364037,-19.017,STEM
CHL,Chile,2016,Information and Communication Technologies (ICTs),0.725,6.385,3.176,8.806896551724138,5.66,STEM
CHL,Chile,2016,"Natural sciences, mathematics and statistics",0.993,1.469,1.199,1.4793554884189326,0.4760000000000001,STEM
CHL,Chile,2016,Services,9.246,11.777,10.342,1.2737399956738047,2.530999999999999,Non-STEM
CHL,Chile,2016,"Social sciences, journalism and information",4.322,2.816,3.67,0.6515502082369273,-1.5060000000000002,Non-STEM
CHL,Chile,2017,"Agriculture, forestry, fisheries and veterinary",1.448,2.142,1.747,1.479281767955801,0.694,STEM
CHL,Chile,2017,Arts and humanities,3.304,3.37,3.333,1.0199757869249395,0.06600000000000028,Non-STEM
CHL,Chile,2017,"Business, administration and law",23.77,24.399,24.041,1.0264619267984856,0.6290000000000013,Non-STEM
CHL,Chile,2017,Education,21.525,6.268,14.96,0.29119628339140535,-15.256999999999998,Non-STEM
CHL,Chile,2017,"Engineering, manufacturing and construction",5.065,31.099,16.267,6.139980256663375,26.034,STEM
CHL,Chile,2017,Generic programmes and qualifications,0.018,0.006,0.013,0.33333333333333337,-0.011999999999999999,Non-STEM
CHL,Chile,2017,Health and welfare,29.668,11.073,21.667,0.37323041661048945,-18.595,STEM
CHL,Chile,2017,Information and Communication Technologies (ICTs),0.652,5.913,2.916,9.069018404907975,5.261,STEM
CHL,Chile,2017,"Natural sciences, mathematics and statistics",1.046,1.597,1.283,1.5267686424474187,0.5509999999999999,STEM
CHL,Chile,2017,Services,8.773,11.005,9.733,1.254416961130742,2.232000000000001,Non-STEM
CHL,Chile,2017,"Social sciences, journalism and information",4.729,3.128,4.04,0.6614506238105308,-1.601,Non-STEM
CHL,Chile,2018,"Agriculture, forestry, fisheries and veterinary",1.416,2.014,1.674,1.4223163841807909,0.5979999999999999,STEM
CHL,Chile,2018,Arts and humanities,2.85,3.376,3.077,1.184561403508772,0.5259999999999998,Non-STEM
CHL,Chile,2018,"Business, administration and law",24.726,24.479,24.62,0.9900105152471083,-0.2469999999999999,Non-STEM
CHL,Chile,2018,Education,20.571,5.505,14.069,0.2676097418696223,-15.066000000000003,Non-STEM
CHL,Chile,2018,"Engineering, manufacturing and construction",5.269,31.893,16.759,6.052951224141204,26.624000000000002,STEM
CHL,Chile,2018,Generic programmes and qualifications,0.0,0.0,0.0,,0.0,Non-STEM
CHL,Chile,2018,Health and welfare,30.689,11.487,22.402,0.37430349636677634,-19.201999999999998,STEM
CHL,Chile,2018,Information and Communication Technologies (ICTs),0.671,6.078,3.004,9.058122205663189,5.407,STEM
CHL,Chile,2018,"Natural sciences, mathematics and statistics",0.943,1.499,1.183,1.5896076352067872,0.5560000000000002,STEM
CHL,Chile,2018,Services,8.218,10.519,9.211,1.2799951326356778,2.301,Non-STEM
CHL,Chile,2018,"Social sciences, journalism and information",4.646,3.148,4.0,0.6775721050365907,-1.4979999999999998,Non-STEM
CHL,Chile,2019,"Agriculture, forestry, fisheries and veterinary",1.516,2.083,1.758,1.3740105540897098,0.5670000000000002,STEM
CHL,Chile,2019,Arts and humanities,2.894,3.375,3.099,1.1662059433310297,0.48099999999999987,Non-STEM
CHL,Chile,2019,"Business, administration and law",25.787,25.915,25.842,1.0049637414200954,0.1280000000000001,Non-STEM
CHL,Chile,2019,Education,22.472,5.842,15.375,0.2599679601281595,-16.630000000000003,Non-STEM
CHL,Chile,2019,"Engineering, manufacturing and construction",5.266,31.337,16.391,5.950816559058109,26.070999999999998,STEM
CHL,Chile,2019,Generic programmes and qualifications,0.0,0.0,0.0,,0.0,Non-STEM
CHL,Chile,2019,Health and welfare,28.607,11.313,21.227,0.39546264900199257,-17.293999999999997,STEM
CHL,Chile,2019,Information and Communication Technologies (ICTs),0.645,6.114,2.979,9.47906976744186,5.468999999999999,STEM
CHL,Chile,2019,"Natural sciences, mathematics and statistics",0.963,1.515,1.198,1.5732087227414329,0.5519999999999999,STEM
CHL,Chile,2019,Services,6.636,9.025,7.655,1.3600060277275468,2.3890000000000002,Non-STEM
CHL,Chile,2019,"Social sciences, journalism and information",5.215,3.481,4.475,0.6674976030680728,-1.734,Non-STEM
COL,Colombia,2013,"Agriculture, forestry, fisheries and veterinary",1.586,2.791,2.127,1.7597730138713743,1.2049999999999998,STEM
COL,Colombia,2013,Arts and humanities,3.627,4.334,3.944,1.1949269368624207,0.7069999999999999,Non-STEM
COL,Colombia,2013,"Business, administration and law",51.03,37.085,44.771,0.726729374877523,-13.945,Non-STEM
COL,Colombia,2013,Education,10.111,6.157,8.337,0.6089407575907427,-3.9540000000000006,Non-STEM
COL,Colombia,2013,"Engineering, manufacturing and construction",9.243,23.583,15.679,2.5514443362544625,14.339999999999998,STEM
COL,Colombia,2013,Generic programmes and qualifications,0.0,0.0,0.0,,0.0,Non-STEM
